(19, 30)
(19, 31)
(19, 32)
(19, 38)
(19, 39)
(20, 21)
(20, 22)
(20, 23)
(20, 24)
(20, 25)
(20, 27)
(20, 28)
(20, 33)
(20, 34)
(20, 35)
(20, 37)
(20, 38)
(20, 44)
(20, 48)
(20, 49)
(21, 22)
(21, 23)
(21, 24)
(21, 26)
(21, 28)
(21, 31)
(21, 32)
(21, 34)
(21, 35)
(21, 37)
(21, 40)
(21, 43)
(21, 44)
(22, 23)
(22, 24)
(22, 25)
(22, 26)
(22, 27)
(22, 29)
(22, 31)
(22, 32)
(22, 33)
(22, 34)
(22, 36)
(22, 37)
(22, 39)
(22, 40)
(22, 41)
(22, 42)
(22, 43)
(22, 45)
(22, 46)
(22, 49)
(23, 24)
(23, 27)
(23, 28)
(23, 29)
(23, 30)
(23, 31)
(23, 32)
(23, 35)
(23, 36)
(23, 38)
(23, 40)
(23, 41)
(23, 47)
(23, 48)
(23, 49)
(24, 26)
(24, 27)
(24, 28)
(24, 29)
(24, 32)
(24, 33)
(24, 36)
(24, 39)
(24, 40)
(24, 41)
(24, 42)
(24, 43)
(24, 47)
(24, 48)
(24, 49)
(25, 27)
(25, 28)
(25, 29)
(25, 30)
(25, 31)
(25, 33)
(25, 34)
(25, 35)
(25, 36)
(25, 37)
(25, 41)
(25, 49)
(26, 35)
(26, 38)
(26, 33)
(26, 41)
(26, 43)
(26, 45)
(26, 28)
(26, 31)
(27, 37)
(27, 46)
(27, 28)
(27, 29)
(27, 31)
(28, 34)
(28, 33)
(28, 39)
(28, 48)
(28, 35)
(28, 29)
(29, 33)
(29, 45)
(29, 35)
(29, 37)
(29, 42)
(29, 48)
(30, 31)
(30, 32)
(30, 33)
(30, 34)
(30, 35)
(30, 37)
(30, 38)
(30, 45)
(30, 46)
(30, 47)
(31, 48)
(31, 35)
(31, 49)
(31, 39)
(31, 47)
(31, 45)
(31, 34)
(31, 46)
(32, 37)
(32, 38)
(32, 39)
(32, 43)
(32, 44)
(32, 45)
(33, 34)
(33, 40)
(33, 42)
(33, 44)
(33, 49)
(33, 35)
(34, 36)
(34, 38)
(35, 41)
(35, 43)
(35, 45)
(35, 48)
(36, 44)
(36, 40)
(36, 45)
(36, 39)
(37, 48)
(37, 42)
(37, 47)
(39, 49)
(39, 41)
(39, 42)
(39, 46)
(41, 42)
(41, 48)
(41, 44)
(47, 48)
